libid	batch	phylum	countgroup	taxon	taxid	sample_number	locality_number	sample_provider	n_specimens	reads_avg_seq	reads_max_seq	reads_median_seq	reads_min_seq	reads_N_50	reads_total_n	reads_total_seq	perc_reads_human	bag	n_contigs	largest_contig	total_length	GC_perc	N50	N75	L50	L75	busco_lineage	busco_perc_C	busco_perc_S	busco_perc_D	busco_perc_F	busco_perc_M	busco_set_size	mode_cov_dist	mapped_bases	genome_size_est	co1_length	co1_Superkingdom	co1_Kingdom	co1_Phylum	co1_Class	co1_Order	co1_Genus	co1_Species	lineage
P1_291	b2	Arthropoda	Astigmata	Tyrophagus putrescentiae	59818					124.7	150	140	50	150	1408075	175593104	20.91	bag3	3384	7534	3856713	38.09	1346	836	916	1815	arachnida_odb10	2.8	2.7	0.1	0.5	96.7	2934	2	128208380	64104190									Tyrophagus;Tyrophaginae;Acaridae;Acaroidea;Astigmata;Sarcoptiformes;Acariformes;Acari;Arachnida;Chelicerata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
P2_222	b2	Arthropoda	Collembola	Podura aquatica	50589					107.28	150	105	50	123	4446537	477026555	4.58	bag1	1458	16118	1186889	34.89	772	617	488	921	arthropoda_odb10	0	0	0	0	100	1013	4	44802932	11200733	674	Eukaryota	Metazoa	Arthropoda	Collembola	Poduromorpha	Podura	Podura aquatica	Podura;Poduridae;Poduroidea;Poduromorpha;Collembola;Hexapoda;Pancrustacea;Mandibulata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
a_21	b9	Arthropoda	Chilopoda	Pachymerium ferrugineum	115410	Gr-Myr-00697		Görlitz		146.45	150	150	50	150	69382913	10161462588	0.17	bag2	20866	419682	131602344	34.62	28783	8169	1078	3245	arthropoda_odb10	91.1	89.4	1.7	2.7	6.2	1013				681	Eukaryota	Metazoa	Arthropoda	Insecta	Diptera	Drosophila	Drosophila petalopeza	Pachymerium;Geophilidae;Geophilomorpha;Epimorpha;Pleurostigmophora;Chilopoda;Myriapoda;Mandibulata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
P2_222	b2	Arthropoda	Collembola	Podura aquatica	50589					107.28	150	105	50	123	4446537	477026555	4.58	bag3	19025	16118	13512605	29.35	680	573	7245	12690	arthropoda_odb10	0.1	0.1	0	0.1	99.8	1013	2	353611165	176805582.5	674	Eukaryota	Metazoa	Arthropoda	Collembola	Poduromorpha	Podura	Podura aquatica	Podura;Poduridae;Poduroidea;Poduromorpha;Collembola;Hexapoda;Pancrustacea;Mandibulata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
P2_227	b2	Arthropoda	Collembola	Podura aquatica	50589					109.11	150	108	50	125	4323966	471766757	5.93	bag1	1638	16119	1319123	34.81	770	615	556	1040	arthropoda_odb10	0	0	0	0.1	99.9	1013	4	43227132	10806783	674	Eukaryota	Metazoa	Arthropoda	Collembola	Poduromorpha	Podura	Podura aquatica	Podura;Poduridae;Poduroidea;Poduromorpha;Collembola;Hexapoda;Pancrustacea;Mandibulata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
a_22	b9	Arthropoda	Chilopoda	Strigamia acuminata	1255758	Gr-Myr-00698		Görlitz		145.74	150	150	50	150	71993768	10492545747	0.52	bag2	26184	308734	125913032	36.82	11095	4569	2395	6889	arthropoda_odb10	87	85.3	1.7	5.8	7.2	1013				685	Eukaryota	Metazoa	Arthropoda	Chilopoda	Geophilomorpha	Strigamia	Strigamia acuminata	Strigamia;Linotaeniidae;Geophilomorpha;Epimorpha;Pleurostigmophora;Chilopoda;Myriapoda;Mandibulata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
P2_227	b2	Arthropoda	Collembola	Podura aquatica	50589					109.11	150	108	50	125	4323966	471766757	5.93	bag3	20453	16119	14582661	29.38	683	574	7765	13623	arthropoda_odb10	0	0	0	0.3	99.7	1013	2	342646376	171323188	674	Eukaryota	Metazoa	Arthropoda	Collembola	Poduromorpha	Podura	Podura aquatica	Podura;Poduridae;Poduroidea;Poduromorpha;Collembola;Hexapoda;Pancrustacea;Mandibulata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
P2_248	b2	Arthropoda	Oribatida	Acrotritia duplicata	1979925					108.8	150	107	50	126	4738725	515583520	4.94	bag1	674	13455	709980	39.15	1101	693	157	367	arachnida_odb10	0.1	0.1	0	0.2	99.7	2934	2	60755988	30377994	662	Eukaryota	Metazoa	Arthropoda	Arachnida	Sarcoptiformes	Euphthiracarus	Euphthiracarus sp. AMUOR021	Acrotritia;Euphthiracaridae;Euphthiracaroidea;Mixonomata;Oribatida;Sarcoptiformes;Acariformes;Acari;Arachnida;Chelicerata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
a_23	b9	Arthropoda	Chilopoda	Strigamia transsilvanica	1579475	Gr-Myr-00699		Görlitz		146.76	150	150	50	150	67014476	9835332887	0.31	bag2	29123	241265	148671165	37.27	13030	5140	2669	7271	arthropoda_odb10	87.1	84.9	2.2	3.7	9.2	1013				686	Eukaryota	Metazoa	Arthropoda	Chilopoda	Geophilomorpha	Strigamia	Strigamia crassipes	Strigamia;Linotaeniidae;Geophilomorpha;Epimorpha;Pleurostigmophora;Chilopoda;Myriapoda;Mandibulata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
P2_248	b2	Arthropoda	Oribatida	Acrotritia duplicata	1979925					108.8	150	107	50	126	4738725	515583520	4.94	bag3	6190	13455	4922145	37.43	743	583	2005	3901	arachnida_odb10	0.2	0.2	0	0.3	99.5	2934	2	403826760	201913380	662	Eukaryota	Metazoa	Arthropoda	Arachnida	Sarcoptiformes	Euphthiracarus	Euphthiracarus sp. AMUOR021	Acrotritia;Euphthiracaridae;Euphthiracaroidea;Mixonomata;Oribatida;Sarcoptiformes;Acariformes;Acari;Arachnida;Chelicerata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
P2_251	b2	Arthropoda	Collembola	Folsomia fimetaria	1387114					111.07	150	111	50	132	2164960	240469314	0.28	bag1	1825	8971	1434430	40.81	747	595	622	1166	arthropoda_odb10	0.1	0.1	0	0.4	99.5	1013	2	17730049	8865024.5	683	Eukaryota	Metazoa	Arthropoda	Collembola	Entomobryomorpha	Folsomia	Folsomia fimetaria L1	Folsomia;Proisotominae;Isotomidae;Isotomoidea;Entomobryomorpha;Collembola;Hexapoda;Pancrustacea;Mandibulata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
a_4	b9	Arthropoda	Chilopoda	Haplophilus subterraneus	173289	Gr-Myr-00680		Görlitz		146.9	150	150	50	150	71681590	10529813460	0.29	bag2	69836	258840	161054304	34.57	4110	1669	8289	23920	arthropoda_odb10	70.6	69.6	1	18.4	11	1013				671	Eukaryota	Metazoa	Arthropoda	Chilopoda	Geophilomorpha	Stigmatogaster	Stigmatogaster subterranea	Stigmatogaster;Himantariidae;Geophilomorpha;Epimorpha;Pleurostigmophora;Chilopoda;Myriapoda;Mandibulata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
P2_251	b2	Arthropoda	Collembola	Folsomia fimetaria	1387114					111.07	150	111	50	132	2164960	240469314	0.28	bag3	11939	8971	8418267	38.36	670	567	4534	7973	arthropoda_odb10	0.1	0.1	0	0.9	99	1013	2	140045994	70022997	683	Eukaryota	Metazoa	Arthropoda	Collembola	Entomobryomorpha	Folsomia	Folsomia fimetaria L1	Folsomia;Proisotominae;Isotomidae;Isotomoidea;Entomobryomorpha;Collembola;Hexapoda;Pancrustacea;Mandibulata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
P2_255	b2	Arthropoda	Collembola	Folsomia fimetaria	1387114					111.02	150	112	50	134	1130872	125550327	4.2	bag1	516	10104	405983	41	738	570	169	327	arthropoda_odb10	0	0	0	0.2	99.8	1013	2	5313193	2656596.5	685	Eukaryota	Metazoa	Arthropoda	Collembola	Entomobryomorpha	Folsomia	Folsomia fimetaria L1	Folsomia;Proisotominae;Isotomidae;Isotomoidea;Entomobryomorpha;Collembola;Hexapoda;Pancrustacea;Mandibulata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
a_5	b9	Arthropoda	Chilopoda	Henia vesuviana	126936	Gr-Myr-00681		Görlitz		145.95	150	150	50	150	69288056	10112581070	0.22	bag2	87224	525794	198389748	35.71	4136	1630	9845	29436	arthropoda_odb10	87.3	86.6	0.7	5.9	6.8	1013				687	Eukaryota	Metazoa	Arthropoda	Chilopoda	Geophilomorpha	Geophilus	Geophilus proximus	Henia;Dignathodontidae;Geophilomorpha;Epimorpha;Pleurostigmophora;Chilopoda;Myriapoda;Mandibulata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
P2_255	b2	Arthropoda	Collembola	Folsomia fimetaria	1387114					111.02	150	112	50	134	1130872	125550327	4.2	bag3	3451	10104	2315880	38.94	632	551	1358	2345	arthropoda_odb10	0	0	0	0.2	99.8	1013	2	53785122	26892561	685	Eukaryota	Metazoa	Arthropoda	Collembola	Entomobryomorpha	Folsomia	Folsomia fimetaria L1	Folsomia;Proisotominae;Isotomidae;Isotomoidea;Entomobryomorpha;Collembola;Hexapoda;Pancrustacea;Mandibulata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
P2_261	b2	Arthropoda	Collembola	Pseudisotoma sensibilis	358901	CS-330	CS-330	Clément Schneider		106.74	150	104	50	122	3978833	424689886	1.93	bag1	1723	15321	1357938	38.07	751	604	597	1104	arthropoda_odb10	0.1	0.1	0	0.4	99.5	1013	2	22705402	11352701	674	Eukaryota	Metazoa	Arthropoda	Collembola	Entomobryomorpha	Isotomidae-undef	Vertagopus arboreus	Pseudisotoma;Isotominae;Isotomidae;Isotomoidea;Entomobryomorpha;Collembola;Hexapoda;Pancrustacea;Mandibulata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
a_73	b9	Arthropoda	Chilopoda	Lithobius forficatus	7552	Gr-Myr-00701		Görlitz		146.1	150	150	50	150	71644796	10467040000	0.39	bag2	511088	34266	683924589	40.12	1568	992	131645	269593	arthropoda_odb10	13	12.8	0.2	30.9	56.1	1013				661	Eukaryota	Metazoa	Arthropoda	Chilopoda	Lithobiomorpha	Lithobius	Lithobius forficatus	Lithobius;Lithobiidae;Lithobiomorpha;Pleurostigmophora;Chilopoda;Myriapoda;Mandibulata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
P2_261	b2	Arthropoda	Collembola	Pseudisotoma sensibilis	358901	CS-330	CS-330	Clément Schneider		106.74	150	104	50	122	3978833	424689886	1.93	bag3	19758	15321	13656381	34.21	660	565	7691	13310	arthropoda_odb10	0.1	0.1	0	0.5	99.4	1013	2	273291048	136645524	674	Eukaryota	Metazoa	Arthropoda	Collembola	Entomobryomorpha	Isotomidae-undef	Vertagopus arboreus	Pseudisotoma;Isotominae;Isotomidae;Isotomoidea;Entomobryomorpha;Collembola;Hexapoda;Pancrustacea;Mandibulata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
P2_263	b2	Arthropoda	Collembola	Pseudisotoma sensibilis	358901	CS-330	CS-330	Clément Schneider		111.98	150	113	50	131	4061995	454871982	3.33	bag1	1423	8186	1275501	36.68	870	640	428	860	arthropoda_odb10	0.2	0.2	0	0.4	99.4	1013	2	34251176	17125588	579	Eukaryota	Metazoa	Arthropoda	Collembola	Entomobryomorpha	Isotomidae-undef	Isotomidae sp. DPCOL101069	Pseudisotoma;Isotominae;Isotomidae;Isotomoidea;Entomobryomorpha;Collembola;Hexapoda;Pancrustacea;Mandibulata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
a_74	b9	Arthropoda	Chilopoda	Lithobius microps	1569488	Gr-Myr-00702		Görlitz		145.22	150	150	50	150	67114096	9746170191	0.86	bag2	525464	51930	626140670	39.76	1333	886	142859	287845	arthropoda_odb10	11.8	11.6	0.2	26.6	61.6	1013				659	Eukaryota	Metazoa	Arthropoda	Chilopoda	Lithobiomorpha	Lithobius	Lithobius microps	Lithobius;Lithobiidae;Lithobiomorpha;Pleurostigmophora;Chilopoda;Myriapoda;Mandibulata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
P2_263	b2	Arthropoda	Collembola	Pseudisotoma sensibilis	358901	CS-330	CS-330	Clément Schneider		111.98	150	113	50	131	4061995	454871982	3.33	bag3	22052	8186	16575114	33.04	720	585	7927	14361	arthropoda_odb10	0.3	0.3	0	0.6	99.1	1013	2	316800323	158400161.5	579	Eukaryota	Metazoa	Arthropoda	Collembola	Entomobryomorpha	Isotomidae-undef	Isotomidae sp. DPCOL101069	Pseudisotoma;Isotominae;Isotomidae;Isotomoidea;Entomobryomorpha;Collembola;Hexapoda;Pancrustacea;Mandibulata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
P2_307	b2	Arthropoda	Astigmata	Tyrophagus putrescentiae	59818					114.15	150	117	50	137	3817158	435728556	32.33	bag1	73	5173	54901	44.23	665	561	25	47	arachnida_odb10	0.1	0.1	0	0.1	99.8	2934	1	2389419	2389419	441	Eukaryota	Metazoa	Arthropoda	Arachnida	Sarcoptiformes	Tyrophagus	Tyrophagus putrescentiae	Tyrophagus;Tyrophaginae;Acaridae;Acaroidea;Astigmata;Sarcoptiformes;Acariformes;Acari;Arachnida;Chelicerata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
a_75	b9	Arthropoda	Chilopoda	Lithobius nodulipes	1255757	Gr-Myr-00703		Görlitz		145.99	150	150	50	150	65214388	9520373323	0.25	bag2	552208	31180	557635395	39.41	1065	737	162469	319671	arthropoda_odb10	3.7	3.6	0.1	8.8	87.5	1013				683	Eukaryota	Metazoa	Arthropoda	Chilopoda	Lithobiomorpha	Lithobius	Lithobius nodulipes	Lithobius;Lithobiidae;Lithobiomorpha;Pleurostigmophora;Chilopoda;Myriapoda;Mandibulata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
P2_307	b2	Arthropoda	Astigmata	Tyrophagus putrescentiae	59818					114.15	150	117	50	137	3817158	435728556	32.33	bag3	6904	23166	12494007	39.08	3624	1191	935	2437	arachnida_odb10	16.9	16.2	0.7	1	82.1	2934	1	359513268	359513268	441	Eukaryota	Metazoa	Arthropoda	Arachnida	Sarcoptiformes	Tyrophagus	Tyrophagus putrescentiae	Tyrophagus;Tyrophaginae;Acaridae;Acaroidea;Astigmata;Sarcoptiformes;Acariformes;Acari;Arachnida;Chelicerata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
P2_Con1	b2					Control				120.33	150	132	50	150	4087236	491832943	0.01	bag3	15	22929	69384	51.14	22705	4948	2	4								1	488893913	488893913									
P3_222	b2	Arthropoda	Collembola	Podura aquatica	50589																																								Podura;Poduridae;Poduroidea;Poduromorpha;Collembola;Hexapoda;Pancrustacea;Mandibulata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
P3_227	b2	Arthropoda	Collembola	Podura aquatica	50589																																								Podura;Poduridae;Poduroidea;Poduromorpha;Collembola;Hexapoda;Pancrustacea;Mandibulata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
P3_233	b2	Arthropoda	Oribatida	Hypochthonius rufulus	66581																																								Hypochthonius;Hypochthoniidae;Hypochthonoidea;Enarthronota;Oribatida;Sarcoptiformes;Acariformes;Acari;Arachnida;Chelicerata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
P3_235	b2	Arthropoda	Oribatida	Hypochthonius rufulus	66581																																								Hypochthonius;Hypochthoniidae;Hypochthonoidea;Enarthronota;Oribatida;Sarcoptiformes;Acariformes;Acari;Arachnida;Chelicerata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
P3_244	b2	Arthropoda	Oribatida	Acrotritia duplicata	1979925																																								Acrotritia;Euphthiracaridae;Euphthiracaroidea;Mixonomata;Oribatida;Sarcoptiformes;Acariformes;Acari;Arachnida;Chelicerata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
P3_248	b2	Arthropoda	Oribatida	Acrotritia duplicata	1979925																																								Acrotritia;Euphthiracaridae;Euphthiracaroidea;Mixonomata;Oribatida;Sarcoptiformes;Acariformes;Acari;Arachnida;Chelicerata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
P3_251	b2	Arthropoda	Collembola	Folsomia fimetaria	1387114																																								Folsomia;Proisotominae;Isotomidae;Isotomoidea;Entomobryomorpha;Collembola;Hexapoda;Pancrustacea;Mandibulata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
P3_255	b2	Arthropoda	Collembola	Folsomia fimetaria	1387114																																								Folsomia;Proisotominae;Isotomidae;Isotomoidea;Entomobryomorpha;Collembola;Hexapoda;Pancrustacea;Mandibulata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
P3_261	b2	Arthropoda	Collembola	Pseudisotoma sensibilis	358901	CS-330		Clément Schneider																																					Pseudisotoma;Isotominae;Isotomidae;Isotomoidea;Entomobryomorpha;Collembola;Hexapoda;Pancrustacea;Mandibulata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
P3_263	b2	Arthropoda	Collembola	Pseudisotoma sensibilis	358901	CS-330		Clément Schneider																																					Pseudisotoma;Isotominae;Isotomidae;Isotomoidea;Entomobryomorpha;Collembola;Hexapoda;Pancrustacea;Mandibulata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
P3_309_w	b2	Annelida	Lumbricina	Aporrectodea caliginosa	302032																																								Aporrectodea;Lumbricinae;Lumbricidae;Lumbricina;Haplotaxida;Oligochaeta;Clitellata;Annelida;Lophotrochozoa;Spiralia;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
P4_222_2	b2	Arthropoda	Collembola	Podura aquatica	50589																																								Podura;Poduridae;Poduroidea;Poduromorpha;Collembola;Hexapoda;Pancrustacea;Mandibulata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
P4_227_2	b2	Arthropoda	Collembola	Podura aquatica	50589																																								Podura;Poduridae;Poduroidea;Poduromorpha;Collembola;Hexapoda;Pancrustacea;Mandibulata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
P4_235_2	b2	Arthropoda	Oribatida	Hypochthonius rufulus	66581																																								Hypochthonius;Hypochthoniidae;Hypochthonoidea;Enarthronota;Oribatida;Sarcoptiformes;Acariformes;Acari;Arachnida;Chelicerata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
P4_244_2	b2	Arthropoda	Oribatida	Acrotritia duplicata	1979925																																								Acrotritia;Euphthiracaridae;Euphthiracaroidea;Mixonomata;Oribatida;Sarcoptiformes;Acariformes;Acari;Arachnida;Chelicerata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
P4_248_2	b2	Arthropoda	Oribatida	Acrotritia duplicata	1979925																																								Acrotritia;Euphthiracaridae;Euphthiracaroidea;Mixonomata;Oribatida;Sarcoptiformes;Acariformes;Acari;Arachnida;Chelicerata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
P4_251_2	b2	Arthropoda	Collembola	Folsomia fimetaria	1387114																																								Folsomia;Proisotominae;Isotomidae;Isotomoidea;Entomobryomorpha;Collembola;Hexapoda;Pancrustacea;Mandibulata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
P4_255_2	b2	Arthropoda	Collembola	Folsomia fimetaria	1387114																																								Folsomia;Proisotominae;Isotomidae;Isotomoidea;Entomobryomorpha;Collembola;Hexapoda;Pancrustacea;Mandibulata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
P4_261_2	b2	Arthropoda	Collembola	Pseudisotoma sensibilis	358901	CS-330		Clément Schneider																																					Pseudisotoma;Isotominae;Isotomidae;Isotomoidea;Entomobryomorpha;Collembola;Hexapoda;Pancrustacea;Mandibulata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
P4_263_2	b2	Arthropoda	Collembola	Pseudisotoma sensibilis	358901	CS-330		Clément Schneider																																					Pseudisotoma;Isotominae;Isotomidae;Isotomoidea;Entomobryomorpha;Collembola;Hexapoda;Pancrustacea;Mandibulata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
P4_309_w2	b2	Annelida	Lumbricina	Aporrectodea caliginosa	302032																																								Aporrectodea;Lumbricinae;Lumbricidae;Lumbricina;Haplotaxida;Oligochaeta;Clitellata;Annelida;Lophotrochozoa;Spiralia;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
P4_309_w8	b2	Annelida	Lumbricina	Aporrectodea caliginosa	302032																																								Aporrectodea;Lumbricinae;Lumbricidae;Lumbricina;Haplotaxida;Oligochaeta;Clitellata;Annelida;Lophotrochozoa;Spiralia;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
P5_118	b2	Chordata	Aves	Gallus gallus	9031					139	150	150	50	150	2174831	302296996	1.17	bag1	2278	20202	1893456	48.24	719	557	612	1378	aves_odb10	0	0	0	0.3	99.7	8338	1	76431966	76431966	665	Eukaryota	Metazoa	Chordata	Aves	Galliformes	Gallus	Gallus gallus	Gallus;Phasianinae;Phasianidae;Galliformes;Galloanserae;Neognathae;Aves;Coelurosauria;Theropoda;Saurischia;Dinosauria;Archosauria;Archelosauria;Sauria;Sauropsida;Amniota;Tetrapoda;Dipnotetrapodomorpha;Sarcopterygii;Euteleostomi;Teleostomi;Gnathostomata;Vertebrata;Craniata;Chordata;Deuterostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
a_76	b9	Arthropoda	Chilopoda	Lithobius agilis	1569484	Gr-Myr-00704		Görlitz		145.48	150	150	50	150	64558630	9391816266	0.2	bag2	567561	56142	720870342	39.18	1450	950	154464	308905	arthropoda_odb10	8.7	8.3	0.4	12.6	78.7	1013				687	Eukaryota	Metazoa	Arthropoda	Chilopoda	Lithobiomorpha	Lithobius	Lithobius agilis	Lithobius;Lithobiidae;Lithobiomorpha;Pleurostigmophora;Chilopoda;Myriapoda;Mandibulata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
P5_118	b2	Chordata	Aves	Gallus gallus	9031					139	150	150	50	150	2174831	302296996	1.17	bag3	3180	20202	2422528	47.24	640	544	975	2015	aves_odb10	0	0	0	0.3	99.7	8338	1	122790777	122790777	665	Eukaryota	Metazoa	Chordata	Aves	Galliformes	Gallus	Gallus gallus	Gallus;Phasianinae;Phasianidae;Galliformes;Galloanserae;Neognathae;Aves;Coelurosauria;Theropoda;Saurischia;Dinosauria;Archosauria;Archelosauria;Sauria;Sauropsida;Amniota;Tetrapoda;Dipnotetrapodomorpha;Sarcopterygii;Euteleostomi;Teleostomi;Gnathostomata;Vertebrata;Craniata;Chordata;Deuterostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
