libid	batch	phylum	countgroup	taxon	taxid	sample_number	Reads avg. seq:	Reads max seq:	Reads median seq:	Reads min seq:	Reads N 50:	Reads total n:	Reads total seq:	# contigs	Largest contig	Total length	GC (%)	N50	N75	L50	L75	bag	perc_reads_human	busco_lineage	Busco % C	Busco % S	Busco % D	Busco % F	Busco % M	Busco set size	mode_cov_dist	mapped_bases	genome_size_est	co1_Order	co1_Genus	co1_Species
P5_198	b2	Annelida	Lumbricina	Aporrectodea caliginosa	302032		136.77	150	150	50	150	2224255	304221852	4342	15028	4407752	41.96	1087	647	1033	2373	bag3	8.15	metazoa_odb10	0	0	0	0.1	99.9	954	1	181192350	181192350	Haplotaxida	Aporrectodea	Aporrectodea caliginosa L3
P5_199	b2	Annelida	Lumbricina	Aporrectodea caliginosa	302032		131.32	150	150	50	150	1897489	249187335	50	15166	92212	44.64	2780	1268	10	21	bag1	8.55	metazoa_odb10	0	0	0	0.1	99.9	954	1	6041043	6041043	Haplotaxida	Aporrectodea	Aporrectodea caliginosa
P5_199	b2	Annelida	Lumbricina	Aporrectodea caliginosa	302032		131.32	150	150	50	150	1897489	249187335	2892	15166	2911738	41.21	1085	662	729	1606	bag2	8.55	metazoa_odb10	0	0	0	0.1	99.9	954	1	131110037	131110037	Haplotaxida	Aporrectodea	Aporrectodea caliginosa
P5_199	b2	Annelida	Lumbricina	Aporrectodea caliginosa	302032		131.32	150	150	50	150	1897489	249187335	3198	15166	3431793	41.82	1220	696	770	1716	bag3	8.55	metazoa_odb10	0	0	0	0.2	99.8	954	1	138524769	138524769	Haplotaxida	Aporrectodea	Aporrectodea caliginosa
P5_201	b2	Annelida	Lumbricina	Aporrectodea caliginosa	302032		133.21	150	150	50	150	2220889	295851414	70	18615	112973	46.17	2440	1074	11	28	bag1	4.53	metazoa_odb10	0	0	0	0.1	99.9	954	1	5298159	5298159	Haplotaxida	Aporrectodea	Aporrectodea caliginosa L3
P5_201	b2	Annelida	Lumbricina	Aporrectodea caliginosa	302032		133.21	150	150	50	150	2220889	295851414	3544	18615	3412669	41.54	998	642	921	2015	bag2	4.53	metazoa_odb10	0	0	0	0.2	99.8	954	1	151724262	151724262	Haplotaxida	Aporrectodea	Aporrectodea caliginosa L3
P5_201	b2	Annelida	Lumbricina	Aporrectodea caliginosa	302032		133.21	150	150	50	150	2220889	295851414	3864	18615	4021408	42.16	1148	677	924	2099	bag3	4.53	metazoa_odb10	0	0	0	0.2	99.8	954	1	161246105	161246105	Haplotaxida	Aporrectodea	Aporrectodea caliginosa L3
P5_202	b2	Annelida	Lumbricina	Aporrectodea caliginosa	302032		135.98	150	150	50	150	2670946	363204573	97	15091	163611	45.35	2984	1168	16	39	bag1	8.43	metazoa_odb10	0.1	0.1	0	0	99.9	954	1	7987913	7987913	Haplotaxida	Aporrectodea	Aporrectodea caliginosa
P5_202	b2	Annelida	Lumbricina	Aporrectodea caliginosa	302032		135.98	150	150	50	150	2670946	363204573	5039	15091	4845016	41.16	994	634	1279	2850	bag2	8.43	metazoa_odb10	0.1	0.1	0	0.1	99.8	954	1	209787000	209787000	Haplotaxida	Aporrectodea	Aporrectodea caliginosa
P5_202	b2	Annelida	Lumbricina	Aporrectodea caliginosa	302032		135.98	150	150	50	150	2670946	363204573	5388	15091	5502227	41.58	1104	657	1280	2940	bag3	8.43	metazoa_odb10	0.1	0.1	0	0.1	99.8	954	1	219284046	219284046	Haplotaxida	Aporrectodea	Aporrectodea caliginosa
P5_203	b2	Annelida	Lumbricina	Aporrectodea caliginosa	302032		134.83	150	150	50	150	2570035	346514505	77	14229	118578	45.6	2197	992	16	35	bag1	10.17	metazoa_odb10	0	0	0	0	100	954	1	24806741	24806741	Haplotaxida	Aporrectodea	Aporrectodea caliginosa L3
P5_203	b2	Annelida	Lumbricina	Aporrectodea caliginosa	302032		134.83	150	150	50	150	2570035	346514505	4012	14229	3724640	41.51	934	621	1068	2319	bag2	10.17	metazoa_odb10	0	0	0	0.1	99.9	954	1	197899414	197899414	Haplotaxida	Aporrectodea	Aporrectodea caliginosa L3
P5_203	b2	Annelida	Lumbricina	Aporrectodea caliginosa	302032		134.83	150	150	50	150	2570035	346514505	4346	14229	4344299	42.01	1065	649	1062	2404	bag3	10.17	metazoa_odb10	0	0	0	0.1	99.9	954	1	206547145	206547145	Haplotaxida	Aporrectodea	Aporrectodea caliginosa L3
P5_208	b2	Annelida	Lumbricina	Aporrectodea caliginosa	302032		135.08	150	150	50	150	2828422	382052520	97	15495	162633	45.62	3154	1093	15	38	bag1	5.98	metazoa_odb10	0	0	0	0.1	99.9	954	2	8728120	4364060	Haplotaxida	Aporrectodea	Aporrectodea caliginosa
P5_208	b2	Annelida	Lumbricina	Aporrectodea caliginosa	302032		135.08	150	150	50	150	2828422	382052520	4771	15495	4606227	41.33	997	635	1200	2698	bag2	5.98	metazoa_odb10	0	0	0	0.1	99.9	954	1	215147338	215147338	Haplotaxida	Aporrectodea	Aporrectodea caliginosa
P5_208	b2	Annelida	Lumbricina	Aporrectodea caliginosa	302032		135.08	150	150	50	150	2828422	382052520	5125	15495	5272832	41.81	1129	660	1211	2790	bag3	5.98	metazoa_odb10	0	0	0	0.1	99.9	954	1	225660538	225660538	Haplotaxida	Aporrectodea	Aporrectodea caliginosa
P5_209	b2	Annelida	Lumbricina	Aporrectodea caliginosa	302032		137.04	150	150	50	150	2531496	346915107	87	15119	132268	45.39	2115	1062	16	39	bag1	7.6	metazoa_odb10	0.1	0.1	0	0	99.9	954	1	7451127	7451127	Haplotaxida	Aporrectodea	Aporrectodea caliginosa L3
P5_209	b2	Annelida	Lumbricina	Aporrectodea caliginosa	302032		137.04	150	150	50	150	2531496	346915107	4644	15119	4259287	41.61	922	616	1246	2696	bag2	7.6	metazoa_odb10	0.1	0.1	0	0.1	99.8	954	1	198504327	198504327	Haplotaxida	Aporrectodea	Aporrectodea caliginosa L3
P5_209	b2	Annelida	Lumbricina	Aporrectodea caliginosa	302032		137.04	150	150	50	150	2531496	346915107	4992	15119	4917025	42.1	1039	641	1230	2778	bag3	7.6	metazoa_odb10	0.1	0.1	0	0.1	99.8	954	1	207937251	207937251	Haplotaxida	Aporrectodea	Aporrectodea caliginosa L3
P5_211	b2	Annelida	Lumbricina	Aporrectodea caliginosa	302032		134.29	150	150	50	150	2658645	357037104	85	15095	127327	46.04	1915	910	14	38	bag1	7.6	metazoa_odb10	0	0	0	0	100	954	1	6059492	6059492	Haplotaxida	Aporrectodea	Aporrectodea caliginosa L3
P5_211	b2	Annelida	Lumbricina	Aporrectodea caliginosa	302032		134.29	150	150	50	150	2658645	357037104	4733	15095	4418210	41.2	942	623	1250	2730	bag2	7.6	metazoa_odb10	0	0	0	0.2	99.8	954	1	198422786	198422786	Haplotaxida	Aporrectodea	Aporrectodea caliginosa L3
P5_211	b2	Annelida	Lumbricina	Aporrectodea caliginosa	302032		134.29	150	150	50	150	2658645	357037104	5076	15095	5097852	41.61	1070	648	1230	2802	bag3	7.6	metazoa_odb10	0	0	0	0.2	99.8	954	1	208034162	208034162	Haplotaxida	Aporrectodea	Aporrectodea caliginosa L3
P5_216	b2	Annelida	Lumbricina	Aporrectodea caliginosa	302032		136.27	150	150	50	150	1704336	232243315	50	15136	99770	45.27	3406	1869	9	19	bag1	6.05	metazoa_odb10	0	0	0	0.1	99.9	954	1	4727880	4727880	Haplotaxida	Aporrectodea	Aporrectodea caliginosa L3
P5_216	b2	Annelida	Lumbricina	Aporrectodea caliginosa	302032		136.27	150	150	50	150	1704336	232243315	2801	15136	2670853	41.61	999	639	742	1599	bag2	6.05	metazoa_odb10	0	0	0	0.1	99.9	954	1	121079518	121079518	Haplotaxida	Aporrectodea	Aporrectodea caliginosa L3
P5_216	b2	Annelida	Lumbricina	Aporrectodea caliginosa	302032		136.27	150	150	50	150	1704336	232243315	3104	15136	3212084	42.28	1136	678	757	1692	bag3	6.05	metazoa_odb10	0	0	0	0.1	99.9	954	1	128391910	128391910	Haplotaxida	Aporrectodea	Aporrectodea caliginosa L3
MI_483	b9	Arthropoda	Collembola	Deuterosminthurus bicinctus	2041938		147.71	150	150	50	150	70757305	10451514561	9554	275863	84988191	41.2	20487	8217	877	2576	bag1	0.29	arthropoda_odb10	70.6	70.1	0.5	7.5	21.9	1013				Symphypleona	Bourletiellidae-undef	Deuterosminthurus bicinctus
MI_483	b9	Arthropoda	Collembola	Deuterosminthurus bicinctus	2041938		147.71	150	150	50	150	70757305	10451514561	77250	472600	233739476	40.82	7246	2573	6479	20145	bag2	0.29	arthropoda_odb10	80.5	79.5	1	10.1	9.4	1013				Symphypleona	Bourletiellidae-undef	Deuterosminthurus bicinctus
MI_483	b9	Arthropoda	Collembola	Deuterosminthurus bicinctus	2041938		147.71	150	150	50	150	70757305	10451514561	81885	472600	260166074	41.8	7851	2816	6873	20834	bag3	0.29	arthropoda_odb10	85.8	83.8	2	7.5	6.7	1013				Symphypleona	Bourletiellidae-undef	Deuterosminthurus bicinctus
MI_484	b9	Arthropoda	Collembola	Deuterosminthurus bicinctus	2041938		147.68	150	150	50	150	67612904	9985377457	10365	261020	80065459	41.24	16793	6943	940	2822	bag1	0.29	arthropoda_odb10	70.6	68.8	1.8	8.4	21	1013				Heteronemertea	Micrura	Carinoma sp. BOLD:ACM5178
MI_484	b9	Arthropoda	Collembola	Deuterosminthurus bicinctus	2041938		147.68	150	150	50	150	67612904	9985377457	77101	288033	229937048	40.87	6501	2430	7372	22095	bag2	0.29	arthropoda_odb10	79.9	77.7	2.2	10.2	9.9	1013				Heteronemertea	Micrura	Carinoma sp. BOLD:ACM5178
MI_484	b9	Arthropoda	Collembola	Deuterosminthurus bicinctus	2041938		147.68	150	150	50	150	67612904	9985377457	83930	288033	253457135	41.84	6361	2505	8534	24608	bag3	0.29	arthropoda_odb10	83.8	81	2.8	8.8	7.4	1013				Heteronemertea	Micrura	Carinoma sp. BOLD:ACM5178
MI_487	b9	Arthropoda	Collembola	Isotomurus unifasciatus	48718	Gr_Coll-00121	147.32	150	150	50	150	71980238	10604355304	14095	48488	45400868	40.5	4930	2646	2641	5784	bag1	0.49	arthropoda_odb10	40.6	40.2	0.4	22.7	36.7	1013				Entomobryomorpha	Isotomurus	Isotomurus palustris
MI_487	b9	Arthropoda	Collembola	Isotomurus unifasciatus	48718	Gr_Coll-00121	147.32	150	150	50	150	71980238	10604355304	111412	48488	162493100	39.47	2163	907	17742	47564	bag2	0.49	arthropoda_odb10	45.3	44.8	0.5	28.2	26.5	1013				Entomobryomorpha	Isotomurus	Isotomurus palustris
MI_487	b9	Arthropoda	Collembola	Isotomurus unifasciatus	48718	Gr_Coll-00121	147.32	150	150	50	150	71980238	10604355304	114652	1836475	187311572	41.26	2632	1006	14093	43791	bag3	0.49	arthropoda_odb10	57.7	56.7	1	16.9	25.4	1013				Entomobryomorpha	Isotomurus	Isotomurus palustris
MI_489	b9	Nematoda	Nematoda	Plectus exinocaudatus	2072759	Gr_nem00323	147.57	150	150	50	150	80616980	11896439295	5281	76604	28432953	47.28	8572	4767	1001	2103	bag1	0.14	nematoda_odb10	31.9	30.9	1	5.1	63	3131				Plectida	Plectus	Plectus frigophilus
MI_489	b9	Nematoda	Nematoda	Plectus exinocaudatus	2072759	Gr_nem00323	147.57	150	150	50	150	80616980	11896439295	80037	76604	159181096	45.94	3819	1369	10161	27626	bag2	0.14	nematoda_odb10	52	49.7	2.3	8.8	39.2	3131				Plectida	Plectus	Plectus frigophilus
MI_489	b9	Nematoda	Nematoda	Plectus exinocaudatus	2072759	Gr_nem00323	147.57	150	150	50	150	80616980	11896439295	166103	850661	331436881	53.93	3819	1259	16227	56120	bag3	0.14	nematoda_odb10	53.6	49.8	3.8	7.9	38.5	3131				Plectida	Plectus	Plectus frigophilus
MI_492	b9	Arthropoda	Oribatida	Phthiracarus laevigatus	229740	Gr_ori00284	147.19	150	150	50	150	69711884	10260899341	9487	127209	94441403	29.85	17418	9440	1574	3406	bag1	1.12	arthropoda_odb10	81.5	80.4	1.1	2.9	15.6	1013				Heteronemertea	Micrura	Carinoma sp. BOLD:ACM5178
MI_492	b9	Arthropoda	Oribatida	Phthiracarus laevigatus	229740	Gr_ori00284	147.19	150	150	50	150	69711884	10260899341	67240	154792	230763256	29.6	8047	3016	6777	18511	bag2	1.12	arthropoda_odb10	87.6	86.6	1	3.3	9.1	1013				Heteronemertea	Micrura	Carinoma sp. BOLD:ACM5178
MI_492	b9	Arthropoda	Oribatida	Phthiracarus laevigatus	229740	Gr_ori00284	147.19	150	150	50	150	69711884	10260899341	75193	154792	260484467	31.65	7756	3059	8069	21447	bag3	1.12	arthropoda_odb10	90.6	88.9	1.7	3.2	6.2	1013				Heteronemertea	Micrura	Carinoma sp. BOLD:ACM5178
a_1	b9	Arthropoda	Isopoda	Philoscia muscorum	115148	Gr-Myr-00677	145.59	150	150	50	150	67014669	9756475658	11802	18132	14174771	35.58	1324	855	3010	6355	bag1	2.87	arthropoda_odb10	0.1	0.1	0	0.2	99.7	1013				Isopoda	Philoscia	Philoscia muscorum
a_1	b9	Arthropoda	Isopoda	Philoscia muscorum	115148	Gr-Myr-00677	145.59	150	150	50	150	67014669	9756475658	314164	18132	261362421	33.13	828	622	104239	196166	bag2	2.87	arthropoda_odb10	0.3	0.3	0	0.5	99.2	1013				Isopoda	Philoscia	Philoscia muscorum
a_1	b9	Arthropoda	Isopoda	Philoscia muscorum	115148	Gr-Myr-00677	145.59	150	150	50	150	67014669	9756475658	341514	281017	310820451	35.53	892	642	99344	203134	bag3	2.87	arthropoda_odb10	5.2	3.6	1.6	1.7	93.1	1013				Isopoda	Philoscia	Philoscia muscorum
a_10	b9	Arthropoda	Diplopoda	Glomeris marginata	62006	Gr-Myr-00686	145.03	150	150	50	150	74104612	10747038592	4610	131669	50511023	38.2	21563	11092	718	1523	bag1	0.47	arthropoda_odb10	52.8	52.7	0.1	4.3	42.9	1013				Glomerida	Glomeris	Glomeris marginata
a_10	b9	Arthropoda	Diplopoda	Glomeris marginata	62006	Gr-Myr-00686	145.03	150	150	50	150	74104612	10747038592	37784	140589	159414358	37.94	11551	4314	3473	9147	bag2	0.47	arthropoda_odb10	84	83.9	0.1	5.6	10.4	1013				Glomerida	Glomeris	Glomeris marginata
a_10	b9	Arthropoda	Diplopoda	Glomeris marginata	62006	Gr-Myr-00686	145.03	150	150	50	150	74104612	10747038592	76940	140589	202788529	42.22	8010	1975	5468	18543	bag3	0.47	arthropoda_odb10	87.8	87.2	0.6	5.7	6.5	1013				Glomerida	Glomeris	Glomeris marginata
a_11	b9	Arthropoda	Chilopoda	Lithobius calcaratus	1147026	Gr-Myr-00687	143.73	150	150	50	150	76143957	10944396016	5987	43033	13031859	44.7	3437	1628	1165	2519	bag1	0.23	arthropoda_odb10	0.9	0.8	0.1	1.8	97.3	1013				Lithobiomorpha	Lithobius	Lithobius calcaratus
a_11	b9	Arthropoda	Chilopoda	Lithobius calcaratus	1147026	Gr-Myr-00687	143.73	150	150	50	150	76143957	10944396016	452229	49167	398249148	41.27	881	643	141581	275039	bag2	0.23	arthropoda_odb10	1.2	1	0.2	2.2	96.6	1013	2	9419214334	4709607167	Lithobiomorpha	Lithobius	Lithobius calcaratus
a_11	b9	Arthropoda	Chilopoda	Lithobius calcaratus	1147026	Gr-Myr-00687	143.73	150	150	50	150	76143957	10944396016	454647	49167	403686584	41.34	888	645	140790	275317	bag3	0.23	arthropoda_odb10	1.2	1	0.2	2.3	96.5	1013	2	9542764520	4771382260	Lithobiomorpha	Lithobius	Lithobius calcaratus
a_12	b9	Arthropoda	Diplopoda	Xestoiulus laeticollis	1522044	Gr-Myr-00688	147.21	150	150	50	150	69117949	10174872522	7052	146134	69221006	37.58	17601	9063	1112	2488	bag1	1.45	arthropoda_odb10	54	53.5	0.5	4.8	41.2	1013				Julida	Cylindroiulus	Ophyiulus pilosus
a_12	b9	Arthropoda	Diplopoda	Xestoiulus laeticollis	1522044	Gr-Myr-00688	147.21	150	150	50	150	69117949	10174872522	55970	146134	269541015	36.34	10421	4627	6704	16474	bag2	1.45	arthropoda_odb10	82.9	82.2	0.7	7.6	9.5	1013	0	9627540594	inf	Julida	Cylindroiulus	Ophyiulus pilosus
a_12	b9	Arthropoda	Diplopoda	Xestoiulus laeticollis	1522044	Gr-Myr-00688	147.21	150	150	50	150	69117949	10174872522	62126	146134	280396741	36.74	10225	4450	7042	17488	bag3	1.45	arthropoda_odb10	85.5	84.8	0.7	7.9	6.6	1013	0	9809706596	inf	Julida	Cylindroiulus	Ophyiulus pilosus
a_13	b9	Arthropoda	Diplopoda	Ommatoiulus sabulosus	1008866	Gr-Myr-00689	145.91	150	150	50	150	80989632	11817465643	9330	114607	85247684	39	15070	8228	1723	3637	bag1	0.43	arthropoda_odb10	46.7	46.7	0	5.4	47.9	1013				Julida	Julus	Julus scandinavius
a_13	b9	Arthropoda	Diplopoda	Ommatoiulus sabulosus	1008866	Gr-Myr-00689	145.91	150	150	50	150	80989632	11817465643	79357	114607	374359733	37.01	8852	3999	11304	27040	bag2	0.43	arthropoda_odb10	79.3	78.7	0.6	10.9	9.8	1013				Julida	Julus	Julus scandinavius
a_13	b9	Arthropoda	Diplopoda	Ommatoiulus sabulosus	1008866	Gr-Myr-00689	145.91	150	150	50	150	80989632	11817465643	81238	114607	383222197	37.07	8926	4031	11468	27431	bag3	0.43	arthropoda_odb10	81.8	81.2	0.6	11.3	6.9	1013				Julida	Julus	Julus scandinavius
a_14	b9	Arthropoda	Diplopoda	Cylindroiulus punctatus	61981	Gr-Myr-00690	146.55	150	150	50	150	72228136	10585106163	5245	197196	62995593	40.17	25865	11760	660	1569	bag1	0.37	arthropoda_odb10	52.5	52.4	0.1	4.5	43	1013				Julida	Cylindroiulus	Cylindroiulus latestriatus
a_14	b9	Arthropoda	Diplopoda	Cylindroiulus punctatus	61981	Gr-Myr-00690	146.55	150	150	50	150	72228136	10585106163	49154	197196	229291123	39.44	11556	4469	4547	12602	bag2	0.37	arthropoda_odb10	68.7	68	0.7	10.9	20.4	1013	25	10131293264	405251730.6	Julida	Cylindroiulus	Cylindroiulus latestriatus
a_14	b9	Arthropoda	Diplopoda	Cylindroiulus punctatus	61981	Gr-Myr-00690	146.55	150	150	50	150	72228136	10585106163	52189	197196	237362999	39.7	11659	4439	4653	12989	bag3	0.37	arthropoda_odb10	73.7	73.1	0.6	10.2	16.1	1013	25	10286501070	411460042.8	Julida	Cylindroiulus	Cylindroiulus latestriatus
a_15	b9	Arthropoda	Diplopoda	Polydesmus complanatus	510027	Gr-Myr-00691	144.84	150	150	50	150	73577913	10656904375	3275	206509	77875549	32.38	51921	26510	465	977	bag1	1.5	arthropoda_odb10	71.4	70.4	1	1.9	26.7	1013				Polydesmida	Polydesmus	Brachydesmus superus
a_15	b9	Arthropoda	Diplopoda	Polydesmus complanatus	510027	Gr-Myr-00691	144.84	150	150	50	150	73577913	10656904375	22675	271648	176913806	32.6	30151	10432	1516	3999	bag2	1.5	arthropoda_odb10	92.2	91	1.2	2.5	5.3	1013				Polydesmida	Polydesmus	Brachydesmus superus
a_15	b9	Arthropoda	Diplopoda	Polydesmus complanatus	510027	Gr-Myr-00691	144.84	150	150	50	150	73577913	10656904375	29943	271648	190868902	33.74	28502	8951	1693	4654	bag3	1.5	arthropoda_odb10	95.4	94.1	1.3	2.7	1.9	1013				Polydesmida	Polydesmus	Brachydesmus superus
a_17	b9	Arthropoda	Chilopoda	Cryptops parisi	173049	Gr-Myr-00693	144.76	150	150	50	150	71715095	10381651377	5394	184042	84372685	35.29	28430	15318	897	1901	bag1	1.26	arthropoda_odb10	54.1	53.9	0.2	4.3	41.6	1013				Scolopendromorpha	Cryptops	Cryptops parisi
a_17	b9	Arthropoda	Chilopoda	Cryptops parisi	173049	Gr-Myr-00693	144.76	150	150	50	150	71715095	10381651377	45262	184042	321085688	34.41	15344	6816	5489	13354	bag2	1.26	arthropoda_odb10	86.5	85.7	0.8	5.9	7.6	1013				Scolopendromorpha	Cryptops	Cryptops parisi
a_17	b9	Arthropoda	Chilopoda	Cryptops parisi	173049	Gr-Myr-00693	144.76	150	150	50	150	71715095	10381651377	57293	184042	352365839	35.56	15045	6376	6117	15099	bag3	1.26	arthropoda_odb10	89	87.7	1.3	5.9	5.1	1013				Scolopendromorpha	Cryptops	Cryptops parisi
a_18	b9	Arthropoda	Diplopoda	Julus scandinavius	1008810	Gr-Myr-00694	146.65	150	150	50	150	70649827	10360922145	9226	141458	80008144	38.72	16121	8554	1379	3092	bag1	0.65	arthropoda_odb10	53.5	53.1	0.4	5.6	40.9	1013				Julida	Julus	Julus scandinavius
a_18	b9	Arthropoda	Diplopoda	Julus scandinavius	1008810	Gr-Myr-00694	146.65	150	150	50	150	70649827	10360922145	64742	151016	279298455	37.24	9794	4190	7334	18279	bag2	0.65	arthropoda_odb10	82	81.4	0.6	7.5	10.5	1013				Julida	Julus	Julus scandinavius
a_18	b9	Arthropoda	Diplopoda	Julus scandinavius	1008810	Gr-Myr-00694	146.65	150	150	50	150	70649827	10360922145	66474	151016	291001021	37.3	9994	4290	7500	18645	bag3	0.65	arthropoda_odb10	87.7	87	0.7	7.3	5	1013				Julida	Julus	Julus scandinavius
a_2	b9	Arthropoda	Diplopoda	Polydesmus angustus	1068628	Gr-Myr-00678	146.56	150	150	50	150	70173016	10284810258	5102	189020	40001306	32.3	14467	6989	683	1677	bag1	0.39	arthropoda_odb10	56	55.1	0.9	5.7	38.3	1013				Polydesmida	Polydesmus	Polydesmus angustus
a_2	b9	Arthropoda	Diplopoda	Polydesmus angustus	1068628	Gr-Myr-00678	146.56	150	150	50	150	70173016	10284810258	90063	189020	209945911	31.48	4122	1642	10581	31334	bag2	0.39	arthropoda_odb10	82.3	81.2	1.1	9.4	8.3	1013	0	9855834750	inf	Polydesmida	Polydesmus	Polydesmus angustus
a_2	b9	Arthropoda	Diplopoda	Polydesmus angustus	1068628	Gr-Myr-00678	146.56	150	150	50	150	70173016	10284810258	93015	189020	218662913	31.76	4240	1658	10646	31876	bag3	0.39	arthropoda_odb10	85.6	84.3	1.3	8.7	5.7	1013	0	10040636325	inf	Polydesmida	Polydesmus	Polydesmus angustus
a_20	b9	Arthropoda	Diplopoda	Proteroiulus fuscus	88024	Gr-Myr-00696	145.43	150	150	50	150	71962227	10465430585	6945	82418	60140902	36.77	13403	7848	1417	2886	bag1	0.97	arthropoda_odb10	47.3	46.7	0.6	6.5	46.2	1013				Julida	Proteroiulus	Proteroiulus fuscus
a_20	b9	Arthropoda	Diplopoda	Proteroiulus fuscus	88024	Gr-Myr-00696	145.43	150	150	50	150	71962227	10465430585	62110	90448	270160041	34.71	7491	3840	10175	22748	bag2	0.97	arthropoda_odb10	64.6	64.2	0.4	14	21.4	1013	0	9875554720	inf	Julida	Proteroiulus	Proteroiulus fuscus
a_20	b9	Arthropoda	Diplopoda	Proteroiulus fuscus	88024	Gr-Myr-00696	145.43	150	150	50	150	71962227	10465430585	69099	90448	283442912	35.57	7332	3703	10798	24380	bag3	0.97	arthropoda_odb10	67.1	66.4	0.7	13.3	19.6	1013	0	10076055044	inf	Julida	Proteroiulus	Proteroiulus fuscus
a_21	b9	Arthropoda	Chilopoda	Pachymerium ferrugineum	115410	Gr-Myr-00697	146.45	150	150	50	150	69382913	10161462588	2956	419682	63815678	34.65	48635	25569	372	824	bag1	0.17	arthropoda_odb10	71.3	69.9	1.4	2.4	26.3	1013				Diptera	Drosophila	Drosophila petalopeza
a_21	b9	Arthropoda	Chilopoda	Pachymerium ferrugineum	115410	Gr-Myr-00697	146.45	150	150	50	150	69382913	10161462588	20866	419682	131602344	34.62	28783	8169	1078	3245	bag2	0.17	arthropoda_odb10	91.1	89.4	1.7	2.7	6.2	1013				Diptera	Drosophila	Drosophila petalopeza
a_21	b9	Arthropoda	Chilopoda	Pachymerium ferrugineum	115410	Gr-Myr-00697	146.45	150	150	50	150	69382913	10161462588	23229	419682	139008244	34.99	29258	7974	1121	3428	bag3	0.17	arthropoda_odb10	96.7	94.8	1.9	2.1	1.2	1013				Diptera	Drosophila	Drosophila petalopeza
a_22	b9	Arthropoda	Chilopoda	Strigamia acuminata	1255758	Gr-Myr-00698	145.74	150	150	50	150	71993768	10492545747	4325	308734	49799634	36.89	25041	10988	457	1221	bag1	0.52	arthropoda_odb10	64.2	62.5	1.7	4.4	31.4	1013				Geophilomorpha	Strigamia	Strigamia acuminata
a_22	b9	Arthropoda	Chilopoda	Strigamia acuminata	1255758	Gr-Myr-00698	145.74	150	150	50	150	71993768	10492545747	26184	308734	125913032	36.82	11095	4569	2395	6889	bag2	0.52	arthropoda_odb10	87	85.3	1.7	5.8	7.2	1013				Geophilomorpha	Strigamia	Strigamia acuminata
a_22	b9	Arthropoda	Chilopoda	Strigamia acuminata	1255758	Gr-Myr-00698	145.74	150	150	50	150	71993768	10492545747	43510	383163	149486648	39.79	9217	3255	3236	10136	bag3	0.52	arthropoda_odb10	91.4	89	2.4	5.2	3.4	1013				Geophilomorpha	Strigamia	Strigamia acuminata
a_23	b9	Arthropoda	Chilopoda	Strigamia transsilvanica	1579475	Gr-Myr-00699	146.76	150	150	50	150	67014476	9835332887	4875	241265	57153500	37.49	23564	11535	634	1498	bag1	0.31	arthropoda_odb10	59.9	58.7	1.2	3.9	36.2	1013				Geophilomorpha	Strigamia	Strigamia crassipes
a_23	b9	Arthropoda	Chilopoda	Strigamia transsilvanica	1579475	Gr-Myr-00699	146.76	150	150	50	150	67014476	9835332887	29123	241265	148671165	37.27	13030	5140	2669	7271	bag2	0.31	arthropoda_odb10	87.1	84.9	2.2	3.7	9.2	1013				Geophilomorpha	Strigamia	Strigamia crassipes
